Company Code,Division Code,Customer Status,Customer No,Customer Group,Customer Type,Search Key,Payment Terms,Delivery Terms,Delivery Method,Salesperson,Responsible,Discount,Discount Model,Discount Group Customer,Currency,District,Country,Credit Limit1,Credit Limit2,Credit Limit3,Last Invoice Date,Postal Code,Pin Code,Credit Period,New customer Info,Group Company,Source,Group Company Info,Customer Info,Master Payment Terms,Customer_Name,Country Name,Cust Group Info,Salesperson Name,Organization No 1,Organization No 2,Customer Stop,Marine_NonMarine,Country_BU,Our_Reference
5,   ,90,A017      ,ALG,0,EXPORT,813,DD ,04 ,2113,*USER,0,,  ,EUR,EXP,SE ,0,0,0,4/24/2010 12:00:00 AM,          ,          ,0,C46752-Alfa Laval Tumba AB,Group,02-MOVEX,ALG-,A017-ALFA LAVAL TUMBA AB,813-Dely month + 60,ALFA LAVAL TUMBA AB,Sweden,null,HSS ORDER- HANDLING,           ,,0,Marine Division,SEMarine Division,
5,   ,90,A018      ,ALG,0,EXPORT,818,DD ,04 ,2113,*USER,0,,  ,THB,EXP,TH ,0,0,0,5/23/2009 12:00:00 AM,          ,          ,0,C37901-ALFA LAVAL (THAILAND) LTD,Group,02-MOVEX,ALG-,A018-ALFA LAVAL(THAILAND) LTD,818-Pmt ProformaInv,ALFA LAVAL(THAILAND) LTD,Thailand,null,HSS ORDER- HANDLING,           ,,0,Marine Division,THMarine Division,
5,   ,90,A019      ,ALG,0,ALFA  LAVA,831,DD ,01 ,2113,*USER,0,,  ,USD,   ,HU ,0,0,0,null,          ,          ,0,C44102-Alfa Laval Kft.,Group,02-MOVEX,ALG-,A019-ALFA  LAVAL  KFT.,831-pmt against PI,ALFA  LAVAL  KFT.,Hungary,null,HSS ORDER- HANDLING,           ,,0,Marine Division,HUMarine Division,
5,   ,90,A020      ,ALG,0,BRAZIL,831,DD ,01 ,2133,*USER,0,,  ,EUR,   ,BR ,0,0,0,6/6/2009 12:00:00 AM,          ,          ,0,C25902-Alfa Laval Ltda.,Group,02-MOVEX,ALG-,A020-ALFA LAVAL LTDA,831-pmt against PI,ALFA LAVAL LTDA,Brazil,null,DECANTER ORDER- HANDLING,.          ,,0,Marine Division,BRMarine Division,
5,   ,90,A021      ,ALG,0,AUSTRALIA,033,DD ,08 ,2113,*USER,0,,  ,USD,EXP,AU ,0,0,0,8/27/2008 12:00:00 AM,          ,          ,0,C50301-Alfa Laval Australia Pty Ltd.,Group,02-MOVEX,ALG-,A021-ALFA LAVAL AUSTRALIA PTY LTD,033-Group Pay-terms,ALFA LAVAL AUSTRALIA PTY LTD,Australia,null,HSS ORDER- HANDLING,           ,,0,Marine Division,AUMarine Division,
5,   ,90,A022      ,ALG,0,NORWAY,831,DD ,08 ,4444,*USER,0,,  ,USD,   ,DK ,0,0,0,3/20/2008 12:00:00 AM,          ,          ,null,A022-ALFA LAVAL NORDIC AS,Group,02-MOVEX,ALG-,A022-ALFA LAVAL NORDIC AS,831-pmt against PI,ALFA LAVAL NORDIC AS,Denmark,null,EPS INDUSTRIAL,           ,,0,Marine Division,DKMarine Division,
5,   ,90,A023      ,ALG,0,JIANGSU,030,DD ,08 ,6501,*USER,0,,  ,EUR,EXP,CN ,0,0,0,2/16/2010 12:00:00 AM,          ,          ,0,C31701-ALFA LAVAL JIANGYING MFG CO LTD,Group,02-MOVEX,ALG-,A023-ALFA LAVAL (JIANGYING) MFG.CO. LTD,"030-20%downpayment,",ALFA LAVAL (JIANGYING) MFG.CO. LTD,China,null,DRYERS & EVAPORATOR SALES,           ,,0,Marine Division,CNMarine Division,
5,   ,90,A024      ,ALG,0,BELGIUM,813,DDC,03 ,2113,*USER,0,,  ,EUR,EXP,BE ,0,0,0,2/9/2009 12:00:00 AM,          ,          ,0,C40912-ALFA LAVAL CORPORATE AB,Group,02-MOVEX,ALG-,A024-ALFA LAVAL CORPORATE AB,813-Dely month + 60,ALFA LAVAL CORPORATE AB,Belgium,null,HSS ORDER- HANDLING,           ,,0,Marine Division,BEMarine Division,
5,   ,90,A025      ,ALG,0,ALFA LAVAL,831,DD ,08 ,2113,*USER,0,,  ,EUR,EXP,CL ,0,0,0,null,          ,          ,0,C26501-ALFA LAVAL SPA,Group,02-MOVEX,ALG-,A025-ALFA LAVAL SACI,831-pmt against PI,ALFA LAVAL SACI,Chile,null,HSS ORDER- HANDLING,           ,,0,Marine Division,CLMarine Division,
5,   ,20,A026      ,ALG,0,EXPORT,813,DD ,04 ,2113,*USER,0,,  ,EUR,EXP,SE ,0,0,0,2/6/2019 12:00:00 AM,          ,          ,0,C46752-Alfa Laval Tumba AB,Group,02-MOVEX,ALG-,A026-ALFA LAVAL TUMBA AB,813-Dely month + 60,ALFA LAVAL TUMBA AB,Sweden,null,HSS ORDER- HANDLING,NA         ,467520,0,Marine Division,SEMarine Division,
5,   ,90,A027      ,ALG,0,EXPORT,818,DD ,04 ,2113,*USER,0,,  ,HKD,EXP,HK ,0,0,0,null,          ,          ,null,A027-ALFA LAVAL (HONG KONG) LTD,Group,02-MOVEX,ALG-,A027-ALFA LAVAL (HONG KONG) LTD,818-Pmt ProformaInv,ALFA LAVAL (HONG KONG) LTD,Hong Kong,null,HSS ORDER- HANDLING,           ,,0,Marine Division,HKMarine Division,
5,   ,90,A028      ,ALG,0,EXPORT,818,DD ,04 ,2113,*USER,0,,  ,EUR,EXP,JP ,0,0,0,7/20/2009 12:00:00 AM,          ,          ,0,C33902-Alfa Laval K.K,Group,02-MOVEX,ALG-,A028-ALFA LAVAL KK,818-Pmt ProformaInv,ALFA LAVAL KK,Japan,null,HSS ORDER- HANDLING,           ,1710530,0,Marine Division,JPMarine Division,
5,   ,90,A029      ,ALG,0,EXPORT,813,DD ,03 ,2113,*USER,0,,  ,USD,EXP,US ,0,0,0,8/10/2007 12:00:00 AM,          ,          ,0,C23901-ALFA LAVAL INC.,Group,02-MOVEX,ALG-,A029-ALFA LAVAL INC,813-Dely month + 60,ALFA LAVAL INC,United States of America,null,HSS ORDER- HANDLING,           ,,0,Marine Division,USMarine Division,
5,   ,90,A030      ,ALG,0,FRANCE,033,DD ,08 ,2333,*USER,0,,  ,USD,EXP,FR ,0,0,0,5/11/2009 12:00:00 AM,          ,          ,0,C42726-ALFA LAVAL SPIRAL SAS,Group,02-MOVEX,ALG-,A030-ALFA LAVAL SPIRAL SAS,033-Group Pay-terms,ALFA LAVAL SPIRAL SAS,France,null,SHE ORDER- HANDLING,           ,,0,Marine Division,FRMarine Division,
5,   ,90,A031      ,ALG,0,EXPORT,818,DD ,04 ,2113,*USER,0,,  ,EUR,EXP,IT ,0,0,0,1/4/2009 12:00:00 AM,          ,          ,0,C44521-ALFA LAVAL SPA,Group,02-MOVEX,ALG-,A031-ALFA-LAVAL S.P.A,818-Pmt ProformaInv,ALFA-LAVAL S.P.A,Italy,null,HSS ORDER- HANDLING,ASASAS     ,,0,Marine Division,ITMarine Division,
5,   ,90,A032      ,3  ,0,SRILANKA,831,FCA,03 ,5800,*USER,0,,  ,USD,EXP,LK ,0,0,0,6/22/2015 12:00:00 AM,          ,          ,null,A032-ANSELL LANKA (PVT) LTD,External,02-MOVEX,3-,A032-ANSELL LANKA (PVT) LTD,831-pmt against PI,ANSELL LANKA (PVT) LTD,Sri Lanka,Limited Company,HVAC & R,.          ,,0,NonMarine Division,LKNonMarine Division,
5,   ,90,A033      ,ALG,0,EXPORT,818,DD ,04 ,2113,*USER,0,,  ,EUR,EXP,SE ,0,0,0,12/22/2009 12:00:00 AM,          ,          ,0,C46752-Alfa Laval Tumba AB,Group,02-MOVEX,ALG-,A033-ALFA LAVAL TUMBA AB,818-Pmt ProformaInv,ALFA LAVAL TUMBA AB,Sweden,null,HSS ORDER- HANDLING,           ,1710888,0,Marine Division,SEMarine Division,
5,   ,90,A034      ,ALG,0,EXPORT,818,DD ,04 ,2113,*USER,0,,  ,EUR,EXP,SE ,0,0,0,9/1/2005 12:00:00 AM,          ,          ,0,C46752-Alfa Laval Tumba AB,Group,02-MOVEX,ALG-,A034-ALFA LAVAL TUMBA AB,818-Pmt ProformaInv,ALFA LAVAL TUMBA AB,Sweden,null,HSS ORDER- HANDLING,           ,,0,Marine Division,SEMarine Division,
5,   ,90,A035      ,ALG,0,EXPORT,818,DD ,04 ,2113,*USER,0,,  ,EUR,   ,ES ,0,0,0,6/6/2008 12:00:00 AM,          ,          ,0,C46315-Alfa Laval Iberia S.A.,Group,02-MOVEX,ALG-,A035-ALFA LAVAL IBERIA S.A.,818-Pmt ProformaInv,ALFA LAVAL IBERIA S.A.,Spain,null,HSS ORDER- HANDLING,           ,,0,Marine Division,ESMarine Division,
5,   ,90,A036      ,ALG,0,IRAN,831,DD ,08 ,6750,*USER,0,,  ,USD,EXP,IR ,0,0,0,null,          ,          ,0,C50905-Alfa Laval (New Zealand) Pty Ltd,Group,02-MOVEX,ALG-,A036-ALFA LAVAL NEWZEALAND LTD,831-pmt against PI,ALFA LAVAL NEWZEALAND LTD,Iran,null,MU VOT,           ,,0,Marine Division,IRMarine Division,
5,   ,90,A037      ,ALG,0,EXPORT,033,DD ,03 ,2113,*USER,0,,  ,EUR,EXP,NL ,0,0,0,8/31/2007 12:00:00 AM,          ,          ,0,C44910-Alfa Laval Benelux BV,Group,02-MOVEX,ALG-,A037-ALFA LAVAL BENELUX BV,033-Group Pay-terms,ALFA LAVAL BENELUX BV,NetherLands,null,HSS ORDER- HANDLING,           ,,0,Marine Division,NLMarine Division,
5,   ,90,A038      ,3  ,0,EXPORT,818,DD ,04 ,5800,*USER,0,,  ,INR,EXP,NP ,0,0,0,1/25/2018 12:00:00 AM,          ,          ,null,A038-AMRAWATI MADYASHALA PVT.LTD,External,02-MOVEX,3-,A038-AMRAWATI MADYASHALA PVT.LTD,818-Pmt ProformaInv,AMRAWATI MADYASHALA PVT.LTD,Nepal,Limited Company,HVAC & R,NA         ,,0,NonMarine Division,NPNonMarine Division,
5,   ,90,A039      ,ALG,0,TAIWAN,033,DD ,08 ,2113,*USER,0,,  ,USD,EXP,TW ,0,0,0,9/17/2007 12:00:00 AM,          ,          ,0,C31902-Alfa Laval Taiwan Ltd,Group,02-MOVEX,ALG-,A039-ALFA LAVAL TAIWAN LTD,033-Group Pay-terms,ALFA LAVAL TAIWAN LTD,Taiwan,null,HSS ORDER- HANDLING,           ,,0,Marine Division,TWMarine Division,
5,   ,90,A040      ,ALG,0,EXPORT,813,DD ,03 ,5600,*USER,0,,  ,EUR,EXP,FI ,0,0,0,6/29/2007 12:00:00 AM,          ,          ,0,C42317-Alfa Laval Nordic Oy,Group,02-MOVEX,ALG-,A040-ALFA-LAVAL OY,813-Dely month + 60,ALFA-LAVAL OY,Finland,null,MARINE & DIESEL,           ,,0,Marine Division,FIMarine Division,
5,   ,90,A041      ,ALG,0,EXPORT,813,DD ,03 ,2113,*USER,0,,  ,EUR,EXP,SE ,0,0,0,null,          ,          ,0,C46842-ALFA LAVAL HOLDING AB,Group,02-MOVEX,ALG-,A041-ALFA LAVAL HOLDING AB - 46842,813-Dely month + 60,ALFA LAVAL HOLDING AB - 46842,Sweden,null,HSS ORDER- HANDLING,           ,,0,Marine Division,SEMarine Division,
5,   ,90,A042      ,ALG,0,PHILIPPIN,831,DD ,08 ,6740,*USER,0,,  ,USD,EXP,PH ,0,0,0,5/20/2009 12:00:00 AM,          ,          ,0,C36701-Alfa Laval (Philippines) Inc,Group,02-MOVEX,ALG-,A042-ALFA-LAVAL PHILIPPINES INC,831-pmt against PI,ALFA-LAVAL PHILIPPINES INC,Philippines,null,MU BREWERY,           ,,0,Marine Division,PHMarine Division,
5,   ,90,A043      ,3  ,0,BANGLADES,831,DD ,08 ,6750,*USER,0,,  ,USD,EXP,BD ,0,0,0,null,          ,          ,null,A043-A.K. VEGETABLE OIL REFINERY,External,02-MOVEX,3-,A043-A.K. VEGETABLE OIL REFINERY,831-pmt against PI,A.K. VEGETABLE OIL REFINERY,Bangladesh,Limited Company,MU VOT,           ,,0,NonMarine Division,BDNonMarine Division,
5,   ,90,A044      ,ALG,0,SOUTHAFRIC,813,DD ,08 ,6501,*USER,0,,  ,USD,EXP,HK ,0,0,0,9/10/2018 12:00:00 AM,          ,          ,0,C16901-Alfa Laval SA (Pty) Ltd,Group,02-MOVEX,ALG-,A044-ALFA LAVAL (PTY) LTD,813-Dely month + 60,ALFA LAVAL (PTY) LTD,Hong Kong,null,DRYERS & EVAPORATOR SALES,NA         ,,0,Marine Division,HKMarine Division,
5,   ,90,A045      ,ALG,0,PT.ALFALIN,831,DD ,08 ,5600,*USER,0,,  ,EUR,EXP,   ,0,0,0,null,          ,          ,null,A045-PT. ALFALINDO SEPARATMA,Group,02-MOVEX,ALG-,A045-PT. ALFALINDO SEPARATMA,831-pmt against PI,PT. ALFALINDO SEPARATMA,null,null,MARINE & DIESEL,           ,,0,Marine Division,Marine Division,
5,   ,90,A046      ,3  ,0,OMAN,831,DD ,08 ,6750,*USER,0,,  ,USD,EXP,OM ,0,0,0,3/15/2016 12:00:00 AM,          ,          ,null,A046-AREEJ VEGETABLE OILS & DERIVATIVES,External,02-MOVEX,3-,A046-AREEJ VEGETABLE OILS & DERIVATIVES,831-pmt against PI,AREEJ VEGETABLE OILS & DERIVATIVES,Oman,Limited Company,MU VOT,           ,1607719,0,Marine Division,OMMarine Division,
5,   ,90,A047      ,ALG,0,EXPORT,813,DD ,03 ,2133,*USER,0,,  ,EUR,EXP,DK ,0,0,0,8/6/2011 12:00:00 AM,          ,          ,0,C41730-Alfa Laval Copenhagen A/S,Group,02-MOVEX,ALG-,A047-ALFA LAVAL COPENHAGEN A/S,813-Dely month + 60,ALFA LAVAL COPENHAGEN A/S,Denmark,null,DECANTER ORDER- HANDLING,           ,41706,0,Marine Division,DKMarine Division,
5,   ,90,A1286     ,3  ,0,INDIA,831,DD ,04 ,4484,*USER,0,,  ,INR,   ,IN ,0,0,0,5/12/2014 12:00:00 AM,227409    ,          ,null,A1286-ACC LIMITED,External,02-MOVEX,3-,A1286-ACC LIMITED,831-pmt against PI,ACC LIMITED,India,Limited Company,PPS ENERGY & ENVIRONMENT,           ,1722756,0,NonMarine Division,INNonMarine Division,MS Rita Anand
5,   ,90,A1287     ,4  ,0,INDIA,802,FCA,04 ,5500,*USER,0,,  ,INR,CHE,IN ,0,0,0,7/11/2012 12:00:00 AM,682037    ,          ,null,A1287-ABAD  EXIM PRIVATE LIMITED,External,02-MOVEX,4-,A1287-ABAD  EXIM PRIVATE LIMITED,802-Advance payment,ABAD  EXIM PRIVATE LIMITED,India,Individual,INDUSTRIAL EQUIPMENT,           ,1722517,0,NonMarine Division,INNonMarine Division,
5,   ,90,A1288     ,3  ,0,INDIA,820,DD ,04 ,4455,*USER,0,,  ,INR,KNN,IN ,0,0,0,3/30/2010 12:00:00 AM,          ,          ,null,A1288-AQUANOSH MARINE PRODUCTS INDIA,External,02-MOVEX,3-,A1288-AQUANOSH MARINE PRODUCTS INDIA,820-Docs thru bank,AQUANOSH MARINE PRODUCTS INDIA,India,Limited Company,PPS FOOD TECHNOLOGY,NA         ,1725004,0,NonMarine Division,INNonMarine Division,
5,   ,90,A1289     ,3  ,0,INDIA,818,DD ,04 ,5500,*USER,0,,  ,INR,VAL,IN ,0,0,0,1/23/2010 12:00:00 AM,396150    ,          ,null,A1289-A-1 FENCE PRODUCTS COMPANY,External,02-MOVEX,3-,A1289-A-1 FENCE PRODUCTS COMPANY,818-Pmt ProformaInv,A-1 FENCE PRODUCTS COMPANY,India,Limited Company,INDUSTRIAL EQUIPMENT,           ,1722409,0,NonMarine Division,INNonMarine Division,MR HIMANSHU SHETH
5,   ,90,A129      ,3  ,0,GUJARAT,831,DD ,04 ,6810,*USER,0,,  ,INR,AHM,IN ,0,0,0,null,          ,          ,null,A129-AHMEDABAD INDUCTION ALLOYS P. LTD,External,02-MOVEX,3-,A129-AHMEDABAD INDUCTION ALLOYS P. LTD,831-pmt against PI,AHMEDABAD INDUCTION ALLOYS P. LTD,India,Limited Company,MU IMP,           ,,0,NonMarine Division,INNonMarine Division,
5,   ,20,A1290     ,4  ,0,INDIA,820,DAP,04 ,AFHS,MEC005P3A,0,,  ,INR,   ,IN ,0,0,0,6/27/2020 12:00:00 AM,635104    ,635104    ,null,A1290-ABC FRUITS,External,02-MOVEX,4-,A1290-ABC FRUITS,820-Docs thru bank,ABC FRUITS,India,Individual,After Sales Food & Water HSS,AAQFA7498G ,1722625,0,NonMarine Division,INNonMarine Division,MR R PARTHASARAATHY
5,   ,90,A1291     ,3  ,0,INDIA,802,DD ,04 ,4473,*USER,0,,  ,INR,BGL,IN ,0,0,0,1/12/2010 12:00:00 AM,562106    ,          ,null,A1291-ANSELL SURETEX PROPHYLACTIES I LTD,External,02-MOVEX,3-,A1291-ANSELL SURETEX PROPHYLACTIES I LTD,802-Advance payment,ANSELL SURETEX PROPHYLACTIES I LTD,India,Limited Company,PPS PLS&NATURAL RESOURCES,           ,1723696,0,NonMarine Division,INNonMarine Division,MR AURELIA SANTAMARIA
5,   ,90,A1292     ,4  ,0,INDIA,818,DD ,04 ,6640,*USER,0,,  ,INR,PUN,IN ,0,0,0,7/9/2011 12:00:00 AM,          ,          ,null,A1292-ANUBHAV ENTERPRISES,External,02-MOVEX,4-,A1292-ANUBHAV ENTERPRISES,818-Pmt ProformaInv,ANUBHAV ENTERPRISES,India,Individual,CHEMICAL FAB.,           ,1723746,0,NonMarine Division,INNonMarine Division,MR VIJAY GALGALI
5,   ,90,A494      ,3  ,0,INDIA,802,FCA,04 ,6810,*USER,0,,  ,INR,SNH,IN ,0,0,0,3/14/2009 12:00:00 AM,833215    ,          ,null,A494-THE ASSOCIATED CEMENT CO'S LTD,External,02-MOVEX,3-,A494-THE ASSOCIATED CEMENT CO'S LTD,802-Advance payment,THE ASSOCIATED CEMENT CO'S LTD,India,Limited Company,MU IMP,           ,1724621,0,NonMarine Division,INNonMarine Division,
5,   ,90,A495      ,3  ,0,TAMILNADU,831,DD ,04 ,6810,*USER,0,,  ,INR,SAL,IN ,0,0,0,null,          ,          ,null,A495-APPADURAI HI-TECH ENGINEERING P.LTD,External,02-MOVEX,3-,A495-APPADURAI HI-TECH ENGINEERING P.LTD,831-pmt against PI,APPADURAI HI-TECH ENGINEERING P.LTD,India,Limited Company,MU IMP,           ,,0,NonMarine Division,INNonMarine Division,
5,   ,90,A496      ,3  ,0,UTTAR PRA,831,DD ,04 ,5800,*USER,0,,  ,INR,AGR,IN ,0,0,0,null,          ,          ,null,A496-AGRA DUDGH UTPADAK SAHAKARI,External,02-MOVEX,3-,A496-AGRA DUDGH UTPADAK SAHAKARI,831-pmt against PI,AGRA DUDGH UTPADAK SAHAKARI,India,Limited Company,HVAC & R,           ,,0,NonMarine Division,INNonMarine Division,
5,   ,90,A497      ,3  ,0,INDIA,819,FCA,04 ,6750,*USER,0,,  ,INR,   ,IN ,0,0,0,6/29/2010 12:00:00 AM,140401    ,          ,null,A497-AMRIT BANASPATI COMPANY LIMITED,External,02-MOVEX,3-,A497-AMRIT BANASPATI COMPANY LIMITED,819-Cash on Deliver,AMRIT BANASPATI COMPANY LIMITED,India,Limited Company,MU VOT,.          ,1726869,0,NonMarine Division,INNonMarine Division,
5,   ,20,A498      ,3  ,0,GUJARAT,801,DAP,04 ,CFHS,EDI005P3A,0,,  ,INR,VAD,IN ,0,0,0,1/23/2012 12:00:00 AM,390007    ,          ,null,A498-ASHWIN VANASPATI IND. PVT. LTD.,External,02-MOVEX,3-,A498-ASHWIN VANASPATI IND. PVT. LTD.,801-See remarks,ASHWIN VANASPATI IND. PVT. LTD.,India,Limited Company,Capital Sales Food & Water HSS,NA         ,1745135,0,NonMarine Division,INNonMarine Division,
5,   ,90,A499      ,3  ,0,MAHARASHT,831,DD ,04 ,5500,*USER,0,,  ,INR,PUN,IN ,0,0,0,4/30/2007 12:00:00 AM,          ,          ,null,A499-AMFORGE INDUSTRIES LTD,External,02-MOVEX,3-,A499-AMFORGE INDUSTRIES LTD,831-pmt against PI,AMFORGE INDUSTRIES LTD,India,Limited Company,INDUSTRIAL EQUIPMENT,           ,1759076,0,NonMarine Division,INNonMarine Division,
