Company Code,Division Code,Invoice No,Year,Customer Order No,Order Line No,Delivery No,Voucher No,Voucher No Series,Status Invoice ID,Net Invoice Amount FCN,Net Invoice Amount INR,Discount Invoice Amount FCN,Discount Invoice Amount INR,Delivery Delivered Quantity,Delivery Invoiced Quantity,Issued Cost Amount,Line Suffix,Sales Price,Net Price,Cost Price,Project No,Project Element,Status Invoice,Due Date,Invoice Date,Accounting Date,Invoice Warehouse Code,Item No,Invoice Amount INR,Invoice Amount FCN,Contribution Amount,Contribution Percent,Bucket Line Id,Source,Net Invoice Amount Tag ID,Contribution Tag ID,Order MU Code,Line Status,Customer No,Line No,Information Type,Currency Code,Branch Loaction Code,Payment Terms,Order Type,Salesperson,Customer Order Line No,Alsis Code,Alsis Application Code,Alsis Channel Code,Alsis Product Group Code,Alsis Scope Code,Customer Order No Head,Address No,Customer Comany Division Code,Salesperson Name,Customer Address No
5,P3A,4158596,2004,4960334   ,11,3,4126013,411,null,14080,14080,null,null,0,4,844.52,0,3520,0,211.13,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,541691-02,14080,14080,13235.48,94,66,Product,836,836,4472 ,77,A764,11,31,INR,9    ,57 ,CSC,419 ,4960334   110,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4115009,2005,4960334   ,12,4,4126468,411,null,1320,1320,null,null,0,8,334.48,0,165,0,41.81,       ,        ,95,1/7/2005,1/7/2005,1/7/2005,007,543446-03,1320,1320,985.52,74.66,66,Product,836,836,4472 ,77,A764,12,31,INR,9    ,57 ,CSC,419 ,4960334   120,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,13,3,4126013,411,null,3960,3960,null,null,0,6,465.36,0,660,0,77.56,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,545800-01,3960,3960,3494.64,88.24,66,Product,836,836,4472 ,77,A764,13,31,INR,9    ,57 ,CSC,419 ,4960334   130,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,14,3,4126013,411,null,4200,4200,null,null,0,6,956.46,0,700,0,159.41,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,545800-02,4200,4200,3243.54,77.22,66,Product,836,836,4472 ,77,A764,14,31,INR,9    ,57 ,CSC,419 ,4960334   140,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,15,3,4126013,411,null,9080,9080,null,null,0,8,1874.96,0,1135,0,234.37,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,545800-03,9080,9080,7205.04,79.35,66,Product,836,836,4472 ,77,A764,15,31,INR,9    ,57 ,CSC,419 ,4960334   150,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,16,3,4126013,411,null,35,35,null,null,0,1,4.26,0,35,0,5.45,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,223406-29,35,35,30.74,87.82,66,Product,836,836,4472 ,77,A764,16,31,INR,9    ,57 ,CSC,419 ,4960334   160,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,17,3,4126013,411,null,640,640,null,null,0,4,152.88,0,160,0,38.22,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,73547,640,640,487.12,76.11,66,Product,836,836,4472 ,77,A764,17,31,INR,9    ,57 ,CSC,419 ,4960334   170,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,18,3,4126013,411,null,90,90,null,null,0,2,14.22,0,45,0,8.33,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,223412-38,90,90,75.78,84.2,66,Product,836,836,4472 ,77,A764,18,31,INR,9    ,57 ,CSC,419 ,4960334   180,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,19,3,4126013,411,null,150,150,null,null,0,2,11.38,0,75,0,6.6,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,260244-01,150,150,138.62,92.41,66,Product,836,836,4472 ,77,A764,19,31,INR,9    ,57 ,CSC,419 ,4960334   190,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,20,3,4126013,411,null,260,260,null,null,0,1,4.55,0,260,0,4.55,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,545818-01,260,260,255.45,98.25,66,Product,836,836,4472 ,77,A764,20,31,INR,9    ,57 ,CSC,419 ,4960334   200,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,4158596,2004,4960334   ,21,3,4126013,411,null,80,80,null,null,0,2,7.76,0,40,0,5,       ,        ,95,12/23/2004,12/23/2004,12/23/2004,007,223406-27,80,80,72.24,90.3,66,Product,836,836,4472 ,77,A764,21,31,INR,9    ,57 ,CSC,419 ,4960334   210,1747012802B,174,701  ,2802 ,B,null,BANGL,4960334P3A5,Marine & Diesel (PS) - Bangalore,A764BANGL 
5,P3A,6154857,2015,6100967   ,1,2261840,4138470,411,null,4899530,4899530,null,null,0,1,4360812.35,0,4899530,4899530,4361791.92,       ,        ,95,10/30/2015,9/18/2015,9/18/2015,008,CR250-C002,4899530,4899530,538717.65,10.99,62,Product,836,836,5473 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100967   10,3157011706A,315,701  ,1706 ,A,null,ICDP,6100967P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6163658,2016,6100968   ,1,2429907,4126296,411,null,4693500,4693500,null,null,0,1,4176309.54,0,4693500,4693500,4361791.92,       ,        ,95,3/30/2016,2/9/2016,2/9/2016,008,CR250-C003,4693500,4693500,517190.46,11.01,62,Product,836,836,5473 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100968   10,3157011706A,315,701  ,1706 ,A,null,ICDP,6100968P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154232,2015,6100970   ,1,2280110,4132852,411,null,1436972,1436972,null,null,0,1,1251428.14,0,1436972,1436972,1270502.03,       ,        ,95,7/30/2015,6/9/2015,6/9/2015,008,CLARA20-2050,1436972,1436972,185543.86,12.91,62,Product,836,836,6471 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100970   10,2897011465A,289,701  ,1465 ,A,null,ICDP,6100970P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154233,2015,6100971   ,1,2201448,4132854,411,null,1336877,1336877,null,null,0,1,1203397.18,0,1336877,1336877,1203397.18,       ,        ,95,7/30/2015,6/9/2015,6/9/2015,008,CLARA20-2049,1336877,1336877,133479.82,9.98,62,Product,836,836,6471 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100971   10,3297011282A,329,701  ,1282 ,A,null,ICDP,6100971P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6153669,2015,6100972   ,1,2202895,4126548,411,null,32510,32510,null,null,0,1,25073.94,0,32510,32510,25073.94,       ,        ,95,3/30/2015,2/16/2015,2/16/2015,008,PUMP CON CL 80,32510,32510,7436.06,22.87,62,Product,836,836,5472 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100972   10,2177011467A,217,701  ,1467 ,A,null,ICDP,6100972P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6153646,2015,6100973   ,1,2202896,4126332,411,null,4650,4650,null,null,0,1,3576.07,0,4650,4650,3576.07,       ,        ,95,3/30/2015,2/11/2015,2/11/2015,008,PARTS CLARA 80,4650,4650,1073.93,23.09,62,Product,836,836,5472 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100973   10,2177011467A,217,701  ,1467 ,A,null,ICDP,6100973P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154618,2015,6100975   ,1,2315589,4136192,411,null,2417612,2417612,null,null,0,1,2131324.9,0,2417612,2417612,1749716.49,       ,        ,95,9/30/2015,8/11/2015,8/11/2015,008,CLARA80-3039,2417612,2417612,286287.1,11.84,62,Product,836,836,5473 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100975   10,3157011465A,315,701  ,1465 ,A,null,ICDP,6100975P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6153679,2015,6100976   ,1,2205401,4126676,411,null,4530377,4530377,null,null,0,1,4010192.23,0,4530377,4530377,4010192.23,       ,        ,95,3/30/2015,2/18/2015,2/18/2015,008,CLARA200-4028,4530377,4530377,520184.77,11.48,62,Product,836,836,5473 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100976   10,2877011696A,287,701  ,1696 ,A,null,ICDP,6100976P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154404,2015,6100979   ,1,2311999,4134272,411,null,1981343,1981343,null,null,0,1,1841728.06,0,1981343,1981343,1859268.91,       ,        ,95,8/31/2015,7/7/2015,7/7/2015,008,CLARA80-3046,1981343,1981343,139614.94,7.04,62,Product,836,836,5473 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100979   10,3157011465A,315,701  ,1465 ,A,null,ICDP,6100979P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154920,2015,6100979   ,2,2389239,4139189,411,null,197852,197852,null,null,0,1,168399.41,0,197852,197852,168399.41,       ,        ,95,10/30/2015,9/29/2015,9/29/2015,008,FEEDUNITCL80/20,197852,197852,29452.59,14.88,62,Product,836,836,8472 ,77,C32527,2,31,INR,2    ,811,AMM,2243,6100979   20,3097011465B,309,701  ,1465 ,B,null,ICDP,6100979P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154920,2015,6100979   ,3,2389239,4139189,411,null,164230,164230,null,null,0,1,139649.28,0,164230,164230,139649.28,       ,        ,95,10/30/2015,9/29/2015,9/29/2015,008,AUN004276,164230,164230,24580.72,14.96,62,Product,836,836,8472 ,77,C32527,3,31,INR,2    ,811,AMM,2243,6100979   30,3097011465B,309,701  ,1465 ,B,null,ICDP,6100979P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154935,2015,6100980   ,1,2382725,4139315,411,null,3139734,3139734,null,null,0,1,2832130.62,0,3139734,3139734,1934103.27,       ,        ,95,10/30/2015,9/30/2015,9/30/2015,008,BREW80-6046,3139734,3139734,307603.38,9.79,62,Product,836,836,5472 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100980   10,2177011467A,217,701  ,1467 ,A,null,ICDP,6100980P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154935,2015,6100980   ,2,2382725,4139315,411,null,164230,164230,null,null,0,1,139649.28,0,164230,164230,139649.28,       ,        ,95,10/30/2015,9/30/2015,9/30/2015,008,AUN004276,164230,164230,24580.72,14.96,62,Product,836,836,8472 ,77,C32527,2,31,INR,2    ,811,AMM,2243,6100980   20,2177011467B,217,701  ,1467 ,B,null,ICDP,6100980P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154753,2015,6100981   ,1,2359804,4137328,411,null,2280181,2280181,null,null,0,1,2006077.89,0,2280181,2280181,1934103.27,       ,        ,95,9/30/2015,8/31/2015,8/31/2015,008,BREW80-6047,2280181,2280181,274103.11,12.02,62,Product,836,836,5472 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100981   10,2177011467A,217,701  ,1467 ,A,null,ICDP,6100981P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154853,2015,6100982   ,1,2372411,4138377,411,null,2280181,2280181,null,null,0,1,2021627.07,0,2280181,2280181,1934103.27,       ,        ,95,10/30/2015,9/16/2015,9/16/2015,008,BREW80-6048,2280181,2280181,258553.93,11.33,62,Product,836,836,5472 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100982   10,2177011467A,217,701  ,1467 ,A,null,ICDP,6100982P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154904,2015,6100983   ,1,2381574,4139077,411,null,2280181,2280181,null,null,0,1,2079415.12,0,2280181,2280181,1934103.27,       ,        ,95,10/30/2015,9/28/2015,9/28/2015,008,BREW80-6049,2280181,2280181,200765.88,8.8,62,Product,836,836,5472 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100983   10,2177011467A,217,701  ,1467 ,A,null,ICDP,6100983P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,6154213,2015,6100984   ,1,2272858,4132668,411,null,1372403,1372403,null,null,0,1,1224354.09,0,1372403,1372403,1224354.09,       ,        ,95,7/30/2015,6/5/2015,6/5/2015,008,CLARA20-2054,1372403,1372403,148048.91,10.78,62,Product,836,836,6471 ,77,C32527,1,31,INR,2    ,811,AMM,2243,6100984   10,2897011282A,289,701  ,1282 ,A,null,ICDP,6100984P3A5,ASEEPTIC MODULE ORDER- HANDLING,C32527ICDP  
5,P3A,2151761,2015,2706988   ,2,2429216,4142793,411,null,1196,84533.28,null,null,0,1,73279.36,0,1196,1196,73279.36,       ,        ,95,2/29/2016,11/30/2015,11/30/2015,004,61244096-80,84533.28,1196,11253.92,13.31,62,Product,836,836,5471 ,77,C46752,2,31,EUR,6    ,815,DEC,2133,2706988   20,1337042242A,133,704  ,2242 ,A,null,TUMBA,2706988P3A5,DECANTER ORDER- HANDLING,C46752TUMBA 
5,P3A,2151782,2015,2706989   ,1,2395101,4143806,411,null,4928,362947.2,null,null,0,1,338069.24,0,4928,4928,338069.24,       ,        ,95,3/30/2016,12/16/2015,12/16/2015,004,5220170RA,362947.2,4928,24877.96,6.85,62,Product,836,836,6472 ,77,C25902,1,31,EUR,6    ,815,DEC,2133,2706989   10,5877082501A,587,708  ,2501 ,A,null,BRA1,2706989P3A5,DECANTER ORDER- HANDLING,C25902BRA1  
5,P3A,2161160,2016,2706990   ,1,3139733,4128172,411,null,55454,4059787.34,null,null,0,1,3657961.58,0,55454,55454,3678119.17,       ,        ,95,6/29/2016,3/10/2016,3/10/2016,004,5126973,4059787.34,55454,401825.76,9.89,62,Product,836,836,5971 ,77,C41730,1,31,EUR,6    ,815,DEC,2133,2706990   10,1437012659A,143,701  ,2659 ,A,null,DEN42,2706990P3A5,DECANTER ORDER- HANDLING,C41730DEN42 
5,P3A,2161161,2016,2706990   ,3,3171825,4128174,411,null,2200,161062,null,null,0,1,138117.71,0,2200,2200,150071.65,       ,        ,95,6/29/2016,3/10/2016,3/10/2016,004,8126973E,161062,2200,22944.29,14.24,62,Product,836,836,8473 ,77,C41730,3,31,EUR,6    ,815,DEC,2133,2706990   30,1437012659B,143,701  ,2659 ,B,null,DEN42,2706990P3A5,DECANTER ORDER- HANDLING,C41730DEN42 
5,P3A,2151784,2015,2706991   ,1,2467820,4143897,411,null,314,23022.48,null,null,0,2,21553.18,0,157,157,10776.59,       ,        ,95,3/30/2016,12/17/2015,12/17/2015,004,61242876-83,23022.48,314,1469.3,6.38,62,Product,836,836,1976 ,77,C25902,1,31,EUR,6    ,815,DEC,2133,2706991   10,1057012242A,105,701  ,2242 ,A,null,ALBRAZ,2706991P3A5,DECANTER ORDER- HANDLING,C25902ALBRAZ
5,P3A,2151784,2015,2706991   ,2,2467820,4143897,411,null,340,24928.8,null,null,0,2,23208.04,0,170,170,11604.02,       ,        ,95,3/30/2016,12/17/2015,12/17/2015,004,61244465-83,24928.8,340,1720.76,6.9,62,Product,836,836,1976 ,77,C25902,2,31,EUR,6    ,815,DEC,2133,2706991   20,1057012242A,105,701  ,2242 ,A,null,ALBRAZ,2706991P3A5,DECANTER ORDER- HANDLING,C25902ALBRAZ
5,P3A,2161024,2016,2706992   ,1,2538521,4124656,411,null,6148,409149.4,null,null,0,2,350935.18,0,3074,3074,177921.8,       ,        ,95,4/29/2016,1/13/2016,1/13/2016,004,61242097-82,409149.4,6148,58214.22,14.22,62,Product,836,836,5471 ,77,C31724,1,31,USD,6    ,815,DEC,2133,2706992   10,1337042242A,133,704  ,2242 ,A,null,KUN,2706992P3A5,DECANTER ORDER- HANDLING,C31724KUN   
5,P3A,2161257,2016,2706993   ,1,3207549,4131114,411,null,19521,1464660.63,null,null,0,1,1287657.32,0,19521,19521,1322507.41,       ,        ,95,7/29/2016,4/26/2016,4/26/2016,004,5126980,1464660.63,19521,177003.31,12.08,62,Product,836,836,6473 ,77,C41730,1,31,EUR,6    ,815,DEC,2133,2706993   10,1147012510A,114,701  ,2510 ,A,null,US-100,2706993P3A5,DECANTER ORDER- HANDLING,C41730US-100
5,P3A,2151775,2015,2706994   ,1,2467043,4143714,411,null,2828,207999.4,null,null,0,1,168455.69,0,2828,2828,172272.97,       ,        ,95,3/30/2016,12/15/2015,12/15/2015,004,61242097-80,207999.4,2828,39543.71,19.01,62,Product,836,836,5471 ,77,C46752,1,31,EUR,6    ,815,DEC,2133,2706994   10,1337042242A,133,704  ,2242 ,A,null,TUMBA,2706994P3A5,DECANTER ORDER- HANDLING,C46752TUMBA 
