ID,Source,Closing Pending Quantity,Opening Pending Quantity,Invoice Quantity,New Order Quantity,New Order Value FCN,New Order Value INR,New Order Cost,Closing Order Pending Cost,Closing Order Pending Value FCN,Closing Order Pending Value INR,Opening Order Pending Cost,Opening Order Pending Value FCN,Opening Order Pending Value INR,Invoice Cost,Invoice Value FCN,Invoice Value INR,Invoice Cost Calculated,Contribution Amount,Customer Order No,Order Line No,Contribution Percent,Bucket Line Id,New Order Value Tag ID,Contribution Tag ID,New Order Value INR New,New Exchange Rate,alsis application,alsis channel,alsis productgroup,alsis scope,Order MU Code,Other Dimension Source,Current MU Code,Current MU Priority,Shipping Address No,Currency,Payment Method Accounts Receivable ID,Order Type,Customer No,Warehouse,Facility,Item No,Project No,Cost Center Code,Proj Ele Code,Order Date,Salesperson,Closing Date,Opening Date,Alsis Scope Code,Payment Terms,Order Amt Tag,Branch Loaction Code,Company Code,Division Code,Order Line Type
406673157,Project,1,-1,0,0,0,0,0,146984.07,0,0,-146984.07,0,0,0,0,0,0,0,6500065,122     ,0,62,838,838,0,1,210,701  ,9162 ,A,5471 ,Closing,null,null,      ,INR,null,null,F072,P65,PRJ,null,null,null,6500065 ,11/20/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
406673158,Project,1,-1,0,0,0,0,0,34327.7,0,0,-34327.7,0,0,0,0,0,0,0,6500065,123     ,0,62,838,838,0,1,210,701  ,9162 ,A,5471 ,Closing,null,null,      ,INR,null,null,F072,P65,PRJ,null,null,null,6500065 ,11/20/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
406673159,Project,1,-1,0,0,0,0,0,72649,0,0,-72649,0,0,0,0,0,0,0,6500065,125     ,0,62,838,838,0,1,210,701  ,9162 ,A,5471 ,Closing,null,null,SINNAR,INR,null,null,F072,P65,PRJ,null,null,null,6500065 ,11/20/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
406673160,Project,1,-1,0,0,0,0,0,360000,590000,590000,-360000,-590000,-590000,0,0,0,0,0,6500065,126     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673161,Project,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500065,127     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673162,Project,1,-1,0,0,0,0,0,106370,131250,131250,-106370,-131250,-131250,0,0,0,0,0,6500065,128     ,0,62,838,838,0,1,210,701  ,9162 ,A,5471 ,Closing,null,null,SINNAR,INR,null,null,F072,P65,PRJ,null,null,null,6500065 ,11/20/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
406673163,Project,1,-1,0,0,0,0,0,400134.1,656000,656000,-400134.1,-656000,-656000,0,0,0,0,0,6500065,129     ,0,62,838,838,0,1,210,701  ,8906 ,A,5471 ,Closing,null,null,      ,INR,null,null,F072,003,PRJ,null,null,null,6500065 ,2/14/2008 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OP1
406673164,Project,1,-1,0,0,0,0,0,36118.5,0,0,-36118.5,0,0,0,0,0,0,0,6500065,131     ,0,62,838,838,0,1,210,701  ,8906 ,A,5471 ,Closing,null,null,      ,INR,null,null,F072,003,PRJ,null,null,null,6500065 ,2/14/2008 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OP1
406673165,Project,1,-1,0,0,0,0,0,1563000,0,0,-1563000,0,0,0,0,0,0,0,6500065,421     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673166,Project,1,-1,0,0,0,0,0,890000,0,0,-890000,0,0,0,0,0,0,0,6500065,422     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673167,Project,1,-1,0,0,0,0,0,77000,0,0,-77000,0,0,0,0,0,0,0,6500065,423     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673168,Project,1,-1,0,0,0,0,0,345563.11,0,0,-345563.11,0,0,0,0,0,0,0,6500065,424     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673169,Project,1,-1,0,0,0,0,0,-1218293.25,0,0,1218293.25,0,0,0,0,0,0,0,6500065,425     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673170,Project,1,-1,0,0,0,0,0,-164999,0,0,164999,0,0,0,0,0,0,0,6500065,450     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673171,Project,1,-1,0,0,0,0,0,-231548.5,0,0,231548.5,0,0,0,0,0,0,0,6500065,451     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673172,Project,1,-1,0,0,0,0,0,-12584,0,0,12584,0,0,0,0,0,0,0,6500065,452     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673173,Project,1,-1,0,0,0,0,0,1004000,1800000,1800000,-1004000,-1800000,-1800000,0,0,0,0,0,6500065,488     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673174,Project,1,-1,0,0,0,0,0,301833.84,1469413.27,1469413.27,-301833.84,-1469413.27,-1469413.27,0,0,0,0,0,6500065,829     ,0,62,838,838,0,1,210,701  ,8906 ,P,5471 ,Closing,null,null,SINNAR,INR,null,null,F072,P65,PRJ,null,null,null,6500065 ,5/15/2008 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,P,null,Basic Business,null,null,null,OPO
406673175,Project,1,-1,0,0,0,0,0,977649.71,899000,899000,-977649.71,-899000,-899000,0,0,0,0,0,6500065,830     ,0,62,838,838,0,1,210,701  ,8906 ,P,5471 ,Closing,null,null,SINNAR,INR,null,null,F072,P65,PRJ,null,null,null,6500065 ,5/15/2008 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,P,null,Basic Business,null,null,null,OPO
406673176,Project,1,-1,0,0,0,0,0,350000,574000,574000,-350000,-574000,-574000,0,0,0,0,0,6500065,831     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673177,Project,1,-1,0,0,0,0,0,217156.2,375037,375037,-217156.2,-375037,-375037,0,0,0,0,0,6500065,832     ,0,62,838,838,0,1,210,701  ,8906 ,A,5471 ,Closing,null,null,SINNAR,INR,null,null,F072,P65,PRJ,null,null,null,6500065 ,11/20/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
406673178,Project,1,-1,0,0,0,0,0,125000,205000,205000,-125000,-205000,-205000,0,0,0,0,0,6500065,833     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673179,Project,1,-1,0,0,0,0,0,150000,246000,246000,-150000,-246000,-246000,0,0,0,0,0,6500065,834     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673180,Project,1,-1,0,0,0,0,0,150000,246000,246000,-150000,-246000,-246000,0,0,0,0,0,6500065,835     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673181,Project,1,-1,0,0,0,0,0,150000,246000,246000,-150000,-246000,-246000,0,0,0,0,0,6500065,836     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500065 ,null,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
406673182,Project,1,-1,0,0,0,0,0,-87871.68,0,0,87871.68,0,0,0,0,0,0,0,6500066,101     ,0,62,838,838,0,1,112,701  ,9116 ,A,6473 ,Closing,null,null,SOLAPU,INR,null,null,B087,003,PRJ,null,null,null,6500066 ,2/1/2008 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OP1
406673183,Project,1,-1,0,0,0,0,0,613.5,0.01,0.01,-613.5,-0.01,-0.01,0,0,0,0,0,6500066,102     ,0,62,838,838,0,1,112,701  ,9116 ,A,6473 ,Closing,null,null,SOLAPU,INR,null,null,B087,003,PRJ,null,null,null,6500066 ,2/1/2008 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OP1
406673184,Project,1,-1,0,0,0,0,0,2988.47,0,0,-2988.47,0,0,0,0,0,0,0,6500066,103     ,0,62,838,838,0,1,112,701  ,9116 ,A,6473 ,Closing,null,null,SOLAPU,INR,null,null,B087,P65,PRJ,null,null,null,6500066 ,11/26/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
406673185,Project,1,-1,0,0,0,0,0,179100,0,0,-179100,0,0,0,0,0,0,0,6500066,104     ,0,62,838,838,0,1,112,701  ,9116 ,A,6473 ,Closing,null,null,SOLAPU,INR,null,null,B087,P65,PRJ,null,null,null,6500066 ,11/26/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
406673186,Project,1,-1,0,0,0,0,0,305378,0,0,-305378,0,0,0,0,0,0,0,6500066,105     ,0,62,838,838,0,1,112,701  ,9116 ,P,6473 ,Closing,null,null,SOLAPU,INR,null,null,B087,P65,PRJ,null,null,null,6500066 ,11/26/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,P,null,Basic Business,null,null,null,OPO
406673187,Project,1,-1,0,0,0,0,0,157115.4,0,0,-157115.4,0,0,0,0,0,0,0,6500066,106     ,0,62,838,838,0,1,112,701  ,9116 ,P,6473 ,Closing,null,null,SOLAPU,INR,null,null,B087,P65,PRJ,null,null,null,6500066 ,11/26/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,P,null,Basic Business,null,null,null,OPO
406673188,Project,1,-1,0,0,0,0,0,32400,0,0,-32400,0,0,0,0,0,0,0,6500066,107     ,0,62,838,838,0,1,112,701  ,9116 ,A,6473 ,Closing,null,null,SOLAPU,INR,null,null,B087,P65,PRJ,null,null,null,6500066 ,11/26/2007 12:00:00 AM,null,6/30/2023 12:00:00 AM,5/31/2023 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
301026904,Product,1,-1,0,0,0,0,0,2771882.91,2771882.91,2771882.91,-2771882.91,-2771882.91,-2771882.91,0,0,0,0,0,0006009883,1,0,62,838,838,0,1,217,701  ,1282 ,A,2105 ,Closing,null,null,AMM   ,INR,null,DO ,AMM,001,21 ,8812631601950,          ,21071     ,null,3/8/2019 12:00:00 AM,2107,7/31/2021 12:00:00 AM,6/30/2021 12:00:00 AM,A,816,Basic Business,2    ,5,P3A,DO 
301026905,Product,1,-1,0,0,0,0,0,515.27,515.27,515.27,-515.27,-515.27,-515.27,0,0,0,0,0,0006011519,4,0,62,838,838,0,1,105,901  ,2813 ,B,2210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,00533020-01,          ,21071     ,null,10/1/2020 12:00:00 AM,2107,7/31/2021 12:00:00 AM,6/30/2021 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
301026906,Product,4,-4,0,0,0,0,0,2039.6,2039.6,2039.6,-2039.6,-2039.6,-2039.6,0,0,0,0,0,0006012101,5,0,62,838,838,0,1,105,901  ,2805 ,B,2210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61238616-03,          ,21071     ,null,4/30/2021 12:00:00 AM,2107,7/31/2021 12:00:00 AM,6/30/2021 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
301026907,Product,7,-7,0,0,0,-93.5578,0,38244.43,550.34,48562.0016,-38244.43,-550.34,-48655.5594,0,0,0,0,-93.5578,2711166   ,4,100,67,837,837,0,88.24,201,701  ,2561 ,A,2210 ,Closing,null,null,TUMBA ,EUR,null,DEC,C46752,004,27 ,61243798-01,          ,OODC1     ,null,4/15/2021 12:00:00 AM,OODC,7/31/2021 12:00:00 AM,6/30/2021 12:00:00 AM,A,813,Basic Business,6    ,5,P3A,DEC
